date,ticker,bank_name,open,high,low,close,volume,pct_change
2024-05-03,BID,BIDV,40581.59567444372,40785.93184645105,40050.31467333541,40213.78515625,847968,0.0
2024-05-06,BID,BIDV,40295.52088366213,41276.34765625,40295.52088366213,41276.34765625,1442320,2.6422842213719377
2024-05-07,BID,BIDV,41358.08329133573,41685.02426421163,40867.66796875,40867.66796875,1293853,-0.9901062247645753
2024-05-08,BID,BIDV,40949.401029085784,41521.55156439095,40704.1953125,40704.1953125,1279696,-0.40000485561104693
2024-05-09,BID,BIDV,41112.874140279586,41112.874140279586,40458.9921875,40458.9921875,1174427,-0.6024025855750015
2024-05-10,BID,BIDV,40540.72548304317,40663.330274932414,40009.44835358109,40091.18359375,1001564,-0.9090898558358984
2024-05-13,BID,BIDV,40213.78646470045,40458.992197050684,39641.639755883254,39723.375,2013233,-0.9174301199911139
2024-05-14,BID,BIDV,39886.845933960816,40213.78691408129,39273.829664598954,39314.69921875,2357556,-1.0288042777080286
2024-05-15,BID,BIDV,39600.77406546085,40009.450286044565,39519.03495807218,39723.375,1685563,1.0394986846423482
2024-05-16,BID,BIDV,40172.919903582355,41112.87325891667,40091.184661237116,40540.7265625,4171255,2.0576085554160572
2024-05-17,BID,BIDV,40581.596353474786,40622.46204325132,40213.78582912668,40336.390625,1837244,-0.5040263330875039
2024-05-20,BID,BIDV,40540.7265625,41439.81809156946,40458.99132015476,40540.7265625,2652367,0.5065796278097112
2024-05-21,BID,BIDV,40867.66796875,41112.873698406926,40377.25650943615,40867.66796875,2171706,0.8064517683124661
2024-05-22,BID,BIDV,41276.34584780517,41848.49251983866,40663.32962470487,40704.1953125,2937901,-0.40000485561104693
2024-05-23,BID,BIDV,40704.19791979234,41031.138896182136,40377.25694340255,40458.9921875,2164697,-0.6024025855750015
2024-05-24,BID,BIDV,40540.72612207917,41358.08239992391,39641.63846604894,40213.78515625,2958220,-0.6060631221698087
2024-05-27,BID,BIDV,40377.254318923726,40377.254318923726,39682.506720889236,39968.578125,923607,-0.6097586444480441
2024-05-28,BID,BIDV,40050.31553802803,40213.78602447197,39723.37456514015,40132.05078125,1489391,0.40900293159977785
2024-05-29,BID,BIDV,40418.12650662827,40418.12650662827,39723.375,39723.375,1680749,-1.0183276789855311
2024-05-30,BID,BIDV,39559.904521457356,39641.63976559412,38742.55208008971,38987.7578125,2531346,-1.8518496666005801
2024-05-31,BID,BIDV,38987.755181729175,39478.16661345834,38497.34375,38497.34375,2381359,-1.2578668023395911
2024-06-03,BID,BIDV,39151.22786561982,39600.77363501143,38579.0811630217,38660.81640625,2535319,0.42463359890900776
